
Due to MODULEPATH changes, the following have been reloaded:
  1) mii/1.1.2

The following have been reloaded with a version change:
  1) StdEnv/2020 => StdEnv/2023
  2) flexiblas/3.0.4 => flexiblas/3.3.1
  3) gcc/9.3.0 => gcc/12.3
  4) gcccore/.9.3.0 => gcccore/.12.3
  5) gentoo/2020 => gentoo/2023
  6) libfabric/1.10.1 => libfabric/1.18.0
  7) openmpi/4.0.3 => openmpi/4.1.5
  8) ucx/1.8.0 => ucx/1.14.1

[09/24/2025 13:22:26] INFO: Multiprocessing with 24 cores
[09/24/2025 13:36:15] DEBUG: PID 2917091: 829.38s @ 60.3ms/row
[09/24/2025 13:36:15] INFO: PID 2917091: processing w2|van: 201375419_374_AXL.csv
[09/24/2025 13:36:42] DEBUG: PID 2917097: 855.70s @ 57.4ms/row
[09/24/2025 13:36:42] INFO: PID 2917097: processing w3|vic: 102859652_426_AXL.csv
[09/24/2025 13:37:20] DEBUG: PID 2917092: 894.03s @ 64.5ms/row
[09/24/2025 13:37:20] INFO: PID 2917092: processing w3|van: 201335765_408_AXL.csv
[09/24/2025 13:37:59] DEBUG: PID 2917096: 933.10s @ 67.7ms/row
[09/24/2025 13:37:59] INFO: PID 2917096: processing w2|vic: 101747521_346_AXL.csv
[09/24/2025 13:38:00] DEBUG: PID 2917080: 545.49s @ 39.6ms/row
[09/24/2025 13:38:00] INFO: PID 2917080: processing w1|mtl: 401450953_205_AXL.csv
[09/24/2025 13:38:26] DEBUG: PID 2917087: 960.45s @ 69.0ms/row
[09/24/2025 13:38:26] INFO: PID 2917087: processing w3|vic: 102179921_375_AXL.csv
[09/24/2025 13:38:40] DEBUG: PID 2917079: 193.13s @ 35.5ms/row
[09/24/2025 13:38:40] INFO: PID 2917079: processing w1|skt: 302347000_392_AXL.csv
[09/24/2025 13:39:17] DEBUG: PID 2917098: 681.50s @ 49.6ms/row
[09/24/2025 13:39:17] INFO: PID 2917098: processing w1|van: 201354715_417_AXL.csv
[09/24/2025 13:39:24] DEBUG: PID 2917088: 567.96s @ 41.9ms/row
[09/24/2025 13:39:24] INFO: PID 2917088: processing w3|vic: 101359113_466_AXL.csv
[09/24/2025 13:40:02] DEBUG: PID 2917085: 1056.13s @ 76.3ms/row
[09/24/2025 13:40:02] INFO: PID 2917085: processing w2|vic: 102913493_367_AXL.csv
[09/24/2025 13:42:12] DEBUG: PID 2917078: 1186.33s @ 85.8ms/row
[09/24/2025 13:42:12] INFO: PID 2917078: processing w1|vic: 101359479_17_AXL.csv
[09/24/2025 13:43:32] DEBUG: PID 2917101: 700.21s @ 50.6ms/row
[09/24/2025 13:43:32] INFO: PID 2917101: processing w1|mtl: 401952301_169_AXL.csv
[09/24/2025 13:43:54] DEBUG: PID 2917083: 814.22s @ 59.0ms/row
[09/24/2025 13:43:54] INFO: PID 2917083: processing w1|vic: 101706606_169_AXL.csv
[09/24/2025 13:44:37] DEBUG: PID 2917082: 529.58s @ 65.4ms/row
[09/24/2025 13:44:37] INFO: PID 2917082: processing w3|van: 201544209_490_AXL.csv
[09/24/2025 13:44:52] DEBUG: PID 2917084: 1345.80s @ 96.8ms/row
[09/24/2025 13:44:52] INFO: PID 2917084: processing w1|mtl: 401386983_168_AXL.csv
[09/24/2025 13:45:00] DEBUG: PID 2917090: 968.84s @ 70.9ms/row
[09/24/2025 13:45:00] INFO: PID 2917090: processing w3|vic: 101747521_455_AXL.csv
[09/24/2025 13:45:01] DEBUG: PID 2917081: 998.45s @ 72.2ms/row
[09/24/2025 13:45:01] INFO: PID 2917081: processing w2|vic: 101372253_416_AXL.csv
[09/24/2025 13:45:02] DEBUG: PID 2917089: 679.13s @ 48.7ms/row
[09/24/2025 13:45:02] INFO: PID 2917089: processing w2|vic: 102498628_358_AXL.csv
[09/24/2025 13:45:10] DEBUG: PID 2917099: 580.74s @ 53.7ms/row
[09/24/2025 13:45:10] INFO: PID 2917099: processing w2|vic: 102502710_415_AXL.csv
[09/24/2025 13:45:14] DEBUG: PID 2917093: 745.47s @ 48.7ms/row
[09/24/2025 13:45:14] INFO: PID 2917093: processing w1|vic: 101488244_103_AXL.csv
[09/24/2025 13:45:37] DEBUG: PID 2917088: 373.28s @ 31.0ms/row
[09/24/2025 13:45:37] INFO: PID 2917088: processing w2|vic: 102817701_367_AXL.csv
[09/24/2025 13:46:55] DEBUG: PID 2917094: 699.29s @ 50.4ms/row
[09/24/2025 13:46:55] INFO: PID 2917094: processing w2|van: 201804678_488_AXL.csv
[09/24/2025 13:47:09] DEBUG: PID 2917086: 718.41s @ 52.0ms/row
[09/24/2025 13:47:09] INFO: PID 2917086: processing w3|vic: 101407396_405_AXL.csv
[09/24/2025 13:48:56] DEBUG: PID 2917096: 657.20s @ 47.7ms/row
[09/24/2025 13:48:56] INFO: PID 2917096: processing w2|mtl: 401812917_144_AXL.csv
[09/24/2025 13:49:11] DEBUG: PID 2917098: 593.98s @ 42.8ms/row
[09/24/2025 13:49:11] INFO: PID 2917098: processing w1|mtl: 401507474_188_AXL.csv
[09/24/2025 13:49:12] DEBUG: PID 2917100: 815.58s @ 59.2ms/row
[09/24/2025 13:49:12] INFO: PID 2917100: processing w3|vic: 101981972_313_AXL.csv
[09/24/2025 13:49:41] DEBUG: PID 2917095: 894.46s @ 68.3ms/row
[09/24/2025 13:49:41] INFO: PID 2917095: processing w1|skt: 302928345_483_AXL.csv
[09/24/2025 13:51:22] DEBUG: PID 2917097: 880.25s @ 63.6ms/row
[09/24/2025 13:51:22] INFO: PID 2917097: processing w1|skt: 302168004_400_AXL.csv
[09/24/2025 13:51:32] DEBUG: PID 2917091: 916.87s @ 115.3ms/row
[09/24/2025 13:51:32] INFO: PID 2917091: processing w1|mtl: 401462227_169_AXL.csv
[09/24/2025 13:51:44] DEBUG: PID 2917083: 469.91s @ 8.5ms/row
[09/24/2025 13:51:44] INFO: PID 2917083: processing w2|vic: 101555830_349_AXL.csv
[09/24/2025 13:52:36] DEBUG: PID 2917080: 876.75s @ 55.6ms/row
[09/24/2025 13:52:36] INFO: PID 2917080: processing w2|van: 201207268_373_AXL.csv
[09/24/2025 13:53:07] DEBUG: PID 2917087: 880.25s @ 64.5ms/row
[09/24/2025 13:53:07] INFO: PID 2917087: processing w2|mtl: 401469801_165_AXL.csv
[09/24/2025 13:53:52] DEBUG: PID 2917079: 912.00s @ 65.4ms/row
[09/24/2025 13:53:52] INFO: PID 2917079: processing w3|van: 202116714_403_AXL.csv
[09/24/2025 13:53:52] WARNING: Unable to find participant #202116714/sd #403 in top_sd3.top_1min_van, skipping
[09/24/2025 13:53:52] INFO: PID 2917079: processing w1|vic: 101732449_147_AXL.csv
[09/24/2025 13:54:41] DEBUG: PID 2917078: 748.43s @ 49.0ms/row
[09/24/2025 13:54:41] INFO: PID 2917078: processing w1|vic: 101423098_96_AXL.csv
[09/24/2025 13:54:50] DEBUG: PID 2917085: 887.62s @ 64.8ms/row
[09/24/2025 13:54:50] INFO: PID 2917085: processing w1|van: 201219100_445_AXL.csv
[09/24/2025 13:55:34] DEBUG: PID 2917081: 632.50s @ 41.4ms/row
[09/24/2025 13:55:34] INFO: PID 2917081: processing w1|mtl: 401879844_174_AXL.csv
[09/24/2025 13:55:40] DEBUG: PID 2917092: 1099.76s @ 78.7ms/row
[09/24/2025 13:55:40] INFO: PID 2917092: processing w1|mtl: 401277679_223_AXL.csv
[09/24/2025 13:56:16] DEBUG: PID 2917089: 673.82s @ 48.7ms/row
[09/24/2025 13:56:16] INFO: PID 2917089: processing w3|vic: 102696608_494_AXL.csv
[09/24/2025 13:56:30] DEBUG: PID 2917093: 675.77s @ 40.2ms/row
[09/24/2025 13:56:30] INFO: PID 2917093: processing w1|vic: 101688230_34_AXL.csv
[09/24/2025 13:57:09] DEBUG: PID 2917086: 600.18s @ 43.4ms/row
[09/24/2025 13:57:09] INFO: PID 2917086: processing w1|mtl: 401793448_205_AXL.csv
[09/24/2025 13:58:07] DEBUG: PID 2917094: 671.62s @ 48.6ms/row
[09/24/2025 13:58:07] INFO: PID 2917094: processing w1|mtl: 401664309_59_AXL.csv
[09/24/2025 13:58:14] DEBUG: PID 2917101: 882.39s @ 63.0ms/row
[09/24/2025 13:58:14] INFO: PID 2917101: processing w1|skt: 302279231_358_AXL.csv
[09/24/2025 13:59:15] DEBUG: PID 2917082: 878.61s @ 52.6ms/row
[09/24/2025 13:59:15] INFO: PID 2917082: processing w1|skt: 302887081_470_AXL.csv
[09/24/2025 13:59:21] DEBUG: PID 2917090: 861.44s @ 62.5ms/row
[09/24/2025 13:59:21] INFO: PID 2917090: processing w2|van: 201660846_357_AXL.csv
[09/24/2025 13:59:48] DEBUG: PID 2917084: 896.35s @ 64.8ms/row
[09/24/2025 13:59:48] INFO: PID 2917084: processing w2|vic: 101236115_345_AXL.csv
[09/24/2025 13:59:49] DEBUG: PID 2917096: 652.40s @ 47.7ms/row
[09/24/2025 13:59:49] INFO: PID 2917096: processing w1|skt: 302358375_346_AXL.csv
[09/24/2025 14:00:10] DEBUG: PID 2917099: 899.78s @ 64.6ms/row
[09/24/2025 14:00:10] INFO: PID 2917099: processing w2|vic: 101680398_391_AXL.csv
[09/24/2025 14:00:49] DEBUG: PID 2917100: 697.14s @ 51.2ms/row
[09/24/2025 14:00:49] INFO: PID 2917100: processing w1|van: 201676154_465_AXL.csv
[09/24/2025 14:01:36] DEBUG: PID 2917098: 745.49s @ 53.8ms/row
[09/24/2025 14:01:36] INFO: PID 2917098: processing w2|van: 202990150_494_AXL.csv
[09/24/2025 14:02:13] DEBUG: PID 2917080: 576.80s @ 40.1ms/row
[09/24/2025 14:02:13] INFO: PID 2917080: processing w1|skt: 302918821_406_AXL.csv
[09/24/2025 14:02:24] DEBUG: PID 2917097: 661.68s @ 48.9ms/row
[09/24/2025 14:02:24] INFO: PID 2917097: processing w1|vic: 101496686_276_AXL.csv
[09/24/2025 14:02:24] DEBUG: PID 2917088: 1007.60s @ 72.4ms/row
[09/24/2025 14:02:24] INFO: PID 2917088: processing w1|van: 201016583_417_AXL.csv
[09/24/2025 14:02:39] DEBUG: PID 2917095: 777.43s @ 55.9ms/row
[09/24/2025 14:02:39] INFO: PID 2917095: processing w2|van: 201221004_415_AXL.csv
[09/24/2025 14:03:32] DEBUG: PID 2917083: 708.55s @ 51.1ms/row
[09/24/2025 14:03:32] INFO: PID 2917083: processing w1|skt: 302999241_345_AXL.csv
[09/24/2025 14:05:48] DEBUG: PID 2917078: 667.00s @ 70.1ms/row
[09/24/2025 14:05:48] INFO: PID 2917078: processing w1|van: 201117523_493_AXL.csv
[09/24/2025 14:06:40] DEBUG: PID 2917087: 813.57s @ 45.0ms/row
[09/24/2025 14:06:40] INFO: PID 2917087: processing w1|vic: 101830987_121_AXL.csv
[09/24/2025 14:07:28] DEBUG: PID 2917081: 714.34s @ 50.9ms/row
[09/24/2025 14:07:28] INFO: PID 2917081: processing w1|mtl: 401303680_50_AXL.csv
[09/24/2025 14:07:50] DEBUG: PID 2917091: 978.26s @ 65.3ms/row
[09/24/2025 14:07:50] INFO: PID 2917091: processing w1|skt: 302571730_314_AXL.csv
[09/24/2025 14:07:54] DEBUG: PID 2917092: 734.33s @ 53.0ms/row
[09/24/2025 14:07:54] INFO: PID 2917092: processing w2|mtl: 402402064_45_AXL.csv
[09/24/2025 14:07:54] DEBUG: PID 2917093: 684.69s @ 49.9ms/row
[09/24/2025 14:07:54] INFO: PID 2917093: processing w1|vic: 101310422_72_AXL.csv
[09/24/2025 14:07:55] DEBUG: PID 2917089: 699.69s @ 50.4ms/row
[09/24/2025 14:07:55] INFO: PID 2917089: processing w1|mtl: 401015259_121_AXL.csv
[09/24/2025 14:08:27] DEBUG: PID 2917085: 817.68s @ 58.6ms/row
[09/24/2025 14:08:27] INFO: PID 2917085: processing w3|mtl: 401212334_169_AXL.csv
[09/24/2025 14:08:30] DEBUG: PID 2917086: 681.09s @ 49.2ms/row
[09/24/2025 14:08:30] INFO: PID 2917086: processing w1|vic: 101865370_253_AXL.csv
[09/24/2025 14:08:47] DEBUG: PID 2917101: 632.61s @ 46.0ms/row
[09/24/2025 14:08:47] INFO: PID 2917101: processing w3|van: 201356556_349_AXL.csv
[09/24/2025 14:09:54] DEBUG: PID 2917084: 605.97s @ 43.9ms/row
[09/24/2025 14:09:54] INFO: PID 2917084: processing w2|vic: 102225098_409_AXL.csv
[09/24/2025 14:10:26] DEBUG: PID 2917079: 994.04s @ 72.1ms/row
[09/24/2025 14:10:26] INFO: PID 2917079: processing w2|van: 201732023_363_AXL.csv
[09/24/2025 14:10:34] DEBUG: PID 2917099: 624.24s @ 37.6ms/row
[09/24/2025 14:10:34] INFO: PID 2917099: processing w3|van: 202931821_343_AXL.csv
[09/24/2025 14:11:29] DEBUG: PID 2917100: 639.89s @ 46.8ms/row
[09/24/2025 14:11:29] INFO: PID 2917100: processing w3|vic: 102622945_356_AXL.csv
[09/24/2025 14:11:56] DEBUG: PID 2917090: 754.45s @ 23.1ms/row
[09/24/2025 14:11:56] INFO: PID 2917090: processing w1|skt: 302631199_420_AXL.csv
[09/24/2025 14:11:56] WARNING: Unable to find participant #302631199/sd #420 in top_sd.top_1min_skt, skipping
[09/24/2025 14:11:56] INFO: PID 2917090: processing w1|mtl: 401586738_112_AXL.csv
[09/24/2025 14:13:06] DEBUG: PID 2917093: 311.83s @ 39.1ms/row
[09/24/2025 14:13:06] INFO: PID 2917093: processing w1|vic: 101624715_72_AXL.csv
[09/24/2025 14:13:07] DEBUG: PID 2917081: 338.87s @ 24.4ms/row
[09/24/2025 14:13:07] INFO: PID 2917081: processing w3|van: 201804678_317_AXL.csv
[09/24/2025 14:13:46] DEBUG: PID 2917094: 939.24s @ 68.0ms/row
[09/24/2025 14:13:46] INFO: PID 2917094: processing w2|van: 202790885_459_AXL.csv
[09/24/2025 14:13:55] DEBUG: PID 2917080: 701.32s @ 50.3ms/row
[09/24/2025 14:13:55] INFO: PID 2917080: processing w2|mtl: 401809607_49_AXL.csv
[09/24/2025 14:15:31] DEBUG: PID 2917098: 834.99s @ 63.6ms/row
[09/24/2025 14:15:31] INFO: PID 2917098: processing w3|vic: 101382479_356_AXL.csv
[09/24/2025 14:16:04] DEBUG: PID 2917095: 805.75s @ 57.1ms/row
[09/24/2025 14:16:04] INFO: PID 2917095: processing w1|vic: 101286165_264_AXL.csv
[09/24/2025 14:16:09] DEBUG: PID 2917096: 980.31s @ 70.4ms/row
[09/24/2025 14:16:09] INFO: PID 2917096: processing w1|skt: 302417689_483_AXL.csv
[09/24/2025 14:16:20] DEBUG: PID 2917082: 1025.23s @ 83.1ms/row
[09/24/2025 14:16:20] INFO: PID 2917082: processing w1|vic: 101785365_36_AXL.csv
[09/24/2025 14:16:23] DEBUG: PID 2917088: 838.32s @ 60.7ms/row
[09/24/2025 14:16:23] INFO: PID 2917088: processing w1|skt: 302146561_415_AXL.csv
[09/24/2025 14:16:51] DEBUG: PID 2917097: 867.18s @ 62.9ms/row
[09/24/2025 14:16:51] INFO: PID 2917097: processing w1|vic: 101819997_144_AXL.csv
[09/24/2025 14:17:44] DEBUG: PID 2917087: 664.00s @ 47.9ms/row
[09/24/2025 14:17:44] INFO: PID 2917087: processing w1|mtl: 401657924_158_AXL.csv
[09/24/2025 14:18:04] DEBUG: PID 2917089: 608.43s @ 43.5ms/row
[09/24/2025 14:18:04] INFO: PID 2917089: processing w2|van: 201760141_465_AXL.csv
[09/24/2025 14:18:27] DEBUG: PID 2917093: 321.04s @ 51.0ms/row
[09/24/2025 14:18:27] INFO: PID 2917093: processing w1|vic: 101545068_276_AXL.csv
[09/24/2025 14:19:08] DEBUG: PID 2917083: 935.60s @ 67.1ms/row
[09/24/2025 14:19:08] INFO: PID 2917083: processing w1|mtl: 401967217_223_AXL.csv
[09/24/2025 14:20:00] DEBUG: PID 2917080: 365.20s @ 37.3ms/row
[09/24/2025 14:20:00] INFO: PID 2917080: processing w3|vic: 101019903_369_AXL.csv
[09/24/2025 14:21:44] DEBUG: PID 2917091: 833.46s @ 69.9ms/row
[09/24/2025 14:21:44] INFO: PID 2917091: processing w2|van: 202384021_445_AXL.csv
[09/24/2025 14:22:48] DEBUG: PID 2917100: 679.62s @ 49.1ms/row
[09/24/2025 14:22:48] INFO: PID 2917100: processing w3|vic: 103255107_407_AXL.csv
[09/24/2025 14:22:49] DEBUG: PID 2917079: 742.55s @ 68.7ms/row
[09/24/2025 14:22:49] INFO: PID 2917079: processing w1|mtl: 401211351_23_AXL.csv
[09/24/2025 14:23:20] DEBUG: PID 2917084: 806.09s @ 57.7ms/row
[09/24/2025 14:23:20] INFO: PID 2917084: processing w1|van: 201629908_426_AXL.csv
[09/24/2025 14:23:55] DEBUG: PID 2917094: 608.35s @ 43.7ms/row
[09/24/2025 14:23:55] INFO: PID 2917094: processing w3|van: 202506905_451_AXL.csv
[09/24/2025 14:24:30] DEBUG: PID 2917081: 683.46s @ 49.4ms/row
[09/24/2025 14:24:30] INFO: PID 2917081: processing w3|van: 203945903_317_AXL.csv
[09/24/2025 14:24:56] DEBUG: PID 2917086: 985.49s @ 71.3ms/row
[09/24/2025 14:24:56] INFO: PID 2917086: processing w2|vic: 102682144_451_AXL.csv
[09/24/2025 14:25:25] DEBUG: PID 2917087: 460.35s @ 43.9ms/row
[09/24/2025 14:25:25] INFO: PID 2917087: processing w2|van: 201439230_486_AXL.csv
[09/24/2025 14:25:28] DEBUG: PID 2917099: 894.14s @ 64.4ms/row
[09/24/2025 14:25:28] INFO: PID 2917099: processing w1|van: 201243705_420_AXL.csv
[09/24/2025 14:25:40] DEBUG: PID 2917097: 529.71s @ 38.8ms/row
[09/24/2025 14:25:40] INFO: PID 2917097: processing w2|van: 201219100_482_AXL.csv
[09/24/2025 14:25:44] DEBUG: PID 2917078: 1196.12s @ 86.6ms/row
[09/24/2025 14:25:44] INFO: PID 2917078: processing w1|van: 201541287_482_AXL.csv
[09/24/2025 14:25:48] DEBUG: PID 2917101: 1020.62s @ 74.2ms/row
[09/24/2025 14:25:48] INFO: PID 2917101: processing w2|vic: 101818131_368_AXL.csv
[09/24/2025 14:26:03] DEBUG: PID 2917090: 846.99s @ 61.6ms/row
[09/24/2025 14:26:03] INFO: PID 2917090: processing w2|van: 202613433_443_AXL.csv
[09/24/2025 14:26:04] DEBUG: PID 2917092: 1090.20s @ 79.0ms/row
[09/24/2025 14:26:04] INFO: PID 2917092: processing w1|mtl: 401855160_205_AXL.csv
[09/24/2025 14:26:24] DEBUG: PID 2917093: 476.78s @ 41.2ms/row
[09/24/2025 14:26:24] INFO: PID 2917093: processing w2|vic: 101777239_482_AXL.csv
[09/24/2025 14:27:09] DEBUG: PID 2917085: 1121.73s @ 68.2ms/row
[09/24/2025 14:27:09] INFO: PID 2917085: processing w3|vic: 101830987_358_AXL.csv
[09/24/2025 14:27:34] DEBUG: PID 2917082: 673.22s @ 48.8ms/row
[09/24/2025 14:27:34] INFO: PID 2917082: processing w2|skt: 303344149_490_AXL.csv
[09/24/2025 14:28:02] DEBUG: PID 2917098: 750.59s @ 54.2ms/row
[09/24/2025 14:28:02] INFO: PID 2917098: processing w1|mtl: 401553707_276_AXL.csv
[09/24/2025 14:28:10] DEBUG: PID 2917096: 721.05s @ 51.5ms/row
[09/24/2025 14:28:10] INFO: PID 2917096: processing w3|van: 201133626_399_AXL.csv
[09/24/2025 14:28:58] DEBUG: PID 2917083: 590.01s @ 55.5ms/row
[09/24/2025 14:28:58] INFO: PID 2917083: processing w3|vic: 101482753_375_AXL.csv
[09/24/2025 14:29:13] DEBUG: PID 2917080: 552.99s @ 40.4ms/row
[09/24/2025 14:29:13] INFO: PID 2917080: processing w1|vic: 101555830_214_AXL.csv
[09/24/2025 14:29:45] DEBUG: PID 2917089: 701.45s @ 50.3ms/row
[09/24/2025 14:29:45] INFO: PID 2917089: processing w1|van: 201731907_439_AXL.csv
[09/24/2025 14:30:00] DEBUG: PID 2917079: 430.76s @ 30.8ms/row
[09/24/2025 14:30:00] INFO: PID 2917079: processing w1|mtl: 401178700_25_AXL.csv
[09/24/2025 14:30:07] DEBUG: PID 2917088: 823.73s @ 65.7ms/row
[09/24/2025 14:30:07] INFO: PID 2917088: processing w1|mtl: 401514073_60_AXL.csv
[09/24/2025 14:31:59] DEBUG: PID 2917091: 614.87s @ 44.3ms/row
[09/24/2025 14:31:59] INFO: PID 2917091: processing w1|skt: 302466932_487_AXL.csv
[09/24/2025 14:32:33] DEBUG: PID 2917095: 988.98s @ 71.6ms/row
[09/24/2025 14:32:33] INFO: PID 2917095: processing w1|vic: 101261525_123_AXL.csv
[09/24/2025 14:33:12] DEBUG: PID 2917100: 623.54s @ 45.9ms/row
[09/24/2025 14:33:12] INFO: PID 2917100: processing w1|mtl: 401145591_51_AXL.csv
[09/24/2025 14:34:05] DEBUG: PID 2917081: 574.29s @ 41.6ms/row
[09/24/2025 14:34:05] INFO: PID 2917081: processing w2|vic: 101341923_451_AXL.csv
[09/24/2025 14:34:16] DEBUG: PID 2917099: 527.61s @ 37.9ms/row
[09/24/2025 14:34:16] INFO: PID 2917099: processing w1|mtl: 401809034_146_AXL.csv
[09/24/2025 14:34:16] WARNING: Unable to find participant #401809034/sd #146 in top_sd.top_1min_mtl, skipping
[09/24/2025 14:34:16] INFO: PID 2917099: processing w3|van: 201185322_484_AXL.csv
[09/24/2025 14:34:40] DEBUG: PID 2917094: 645.69s @ 46.9ms/row
[09/24/2025 14:34:40] INFO: PID 2917094: processing w1|skt: 302226167_374_AXL.csv
[09/24/2025 14:35:02] DEBUG: PID 2917087: 577.70s @ 41.9ms/row
[09/24/2025 14:35:02] INFO: PID 2917087: processing w2|van: 201481781_493_AXL.csv
[09/24/2025 14:35:21] DEBUG: PID 2917078: 577.06s @ 42.0ms/row
[09/24/2025 14:35:21] INFO: PID 2917078: processing w1|van: 201046774_427_AXL.csv
